asset,date_utc,spread_rel,spread_abs,z_spread_rel
BTC,2024-10-09,0.0012883516628685,78.0199999999968,3.03178572790618
BTC,2025-02-26,0.0019061764922736,160.2899999999936,3.3824905645487267
BTC,2025-07-17,-0.0012021354162301,143.44000000000233,-3.1608462081024222
BTC,2025-10-10,-0.0019964584102138,225.60000000000585,-3.2943054116168136
ETH,2024-10-09,0.0015590802693954,3.6899999999996,3.189690947661771
ETH,2025-06-16,0.0012041981653687,3.059999999999945,3.2906739071983173
ETH,2025-10-10,-0.0019545400055248,7.5,-3.319618407767804
ETH,2025-11-17,0.0019633118492812,5.940000000000055,3.1808355917588225
ETH,2026-02-17,0.0035390749520061,6.9500000000000455,3.4255897980902703
